Image,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,age_class
37937806_1995-04-23_2012.jpg,0.50,0.51,0.49,0.42,0.49,0.49,0.50,0.49,0.50,0.41,0.49,0.50,0.51,0.52,0.50,0.51,0.50,0.50,0.50,0.49,0.50,0.51,0.50,0.51,1
38175306_1988-04-25_2010.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
38278306_1989-09-23_2014.jpg,0.49,0.49,0.50,0.40,0.48,0.49,0.50,0.50,0.49,0.41,0.48,0.48,0.49,0.49,0.50,0.44,0.49,0.50,0.50,0.50,0.49,0.45,0.49,0.49,2
38408306_1965-01-01_1987.jpg,0.49,0.49,0.50,0.44,0.49,0.50,0.50,0.49,0.51,0.43,0.48,0.49,0.50,0.49,0.50,0.47,0.50,0.50,0.50,0.49,0.51,0.45,0.49,0.50,2
38468406_1925-05-25_2011.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
38571506_1931-06-11_1965.jpg,0.49,0.48,0.51,0.41,0.49,0.49,0.50,0.48,0.51,0.40,0.49,0.49,0.49,0.48,0.51,0.46,0.49,0.50,0.50,0.48,0.51,0.46,0.49,0.49,3
3860006_1972-08-03_2000.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
38678906_1975-12-07_2010.jpg,0.48,0.48,0.50,0.38,0.47,0.46,0.49,0.49,0.50,0.39,0.46,0.47,0.49,0.48,0.50,0.42,0.48,0.47,0.49,0.50,0.50,0.42,0.47,0.48,3
38685406_1986-04-02_2015.jpg,0.48,0.47,0.49,0.36,0.43,0.42,0.48,0.48,0.49,0.35,0.43,0.42,0.49,0.48,0.49,0.43,0.46,0.46,0.49,0.49,0.50,0.43,0.46,0.45,2
39040406_1989-12-13_2015.jpg,0.49,0.49,0.49,0.42,0.48,0.49,0.49,0.51,0.50,0.39,0.48,0.48,0.50,0.49,0.49,0.47,0.49,0.50,0.50,0.51,0.50,0.45,0.49,0.49,2
39050706_1996-03-24_2014.jpg,0.50,0.48,0.50,0.33,0.48,0.47,0.50,0.49,0.49,0.32,0.48,0.46,0.50,0.48,0.50,0.41,0.49,0.49,0.50,0.49,0.49,0.41,0.49,0.48,1
3925106_1983-06-11_2009.jpg,0.50,0.51,0.50,0.40,0.47,0.48,0.49,0.51,0.50,0.41,0.47,0.47,0.50,0.51,0.50,0.44,0.48,0.49,0.50,0.51,0.50,0.45,0.48,0.48,2
39331606_1987-01-21_2012.jpg,0.48,0.50,0.48,0.37,0.46,0.46,0.48,0.48,0.49,0.35,0.47,0.46,0.49,0.50,0.49,0.41,0.47,0.47,0.49,0.48,0.50,0.40,0.48,0.47,2
39350806_1994-08-03_2014.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
39409306_1987-12-11_2011.jpg,0.49,0.50,0.50,0.39,0.49,0.48,0.49,0.50,0.50,0.39,0.49,0.48,0.49,0.51,0.50,0.45,0.50,0.49,0.49,0.51,0.50,0.46,0.50,0.49,2
39496406_1976-11-20_2001.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
39505106_1815-03-02_2013.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
3956606_1963-07-23_1980.jpg,0.50,0.49,0.49,0.42,0.48,0.48,0.49,0.49,0.50,0.43,0.48,0.48,0.50,0.50,0.49,0.49,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.50,1
3960006_1981-10-29_2012.jpg,0.49,0.49,0.50,0.36,0.48,0.49,0.50,0.49,0.49,0.35,0.48,0.48,0.50,0.49,0.50,0.43,0.49,0.50,0.50,0.49,0.49,0.42,0.49,0.49,3
39731606_1967-12-27_2013.jpg,0.49,0.49,0.49,0.35,0.49,0.49,0.49,0.51,0.50,0.40,0.49,0.49,0.49,0.49,0.49,0.40,0.49,0.50,0.50,0.51,0.50,0.43,0.50,0.49,4
40053006_1992-08-31_2013.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
40061106_1989-01-04_1980.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
40148906_1991-09-27_2013.jpg,0.49,0.50,0.49,0.41,0.48,0.48,0.50,0.49,0.50,0.40,0.47,0.49,0.49,0.50,0.49,0.45,0.49,0.49,0.50,0.49,0.50,0.44,0.48,0.49,2
40254806_1953-08-16_1950.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
4031706_1946-07-16_2007.jpg,0.50,0.50,0.50,0.44,0.49,0.48,0.50,0.49,0.50,0.44,0.49,0.48,0.50,0.50,0.50,0.46,0.49,0.49,0.50,0.49,0.50,0.46,0.49,0.48,6
4043506_1971-11-01_2005.jpg,0.49,0.50,0.48,0.34,0.48,0.47,0.50,0.51,0.50,0.34,0.48,0.47,0.50,0.50,0.48,0.42,0.49,0.48,0.50,0.51,0.50,0.43,0.49,0.49,3
40580406_1970-02-02_2013.jpg,0.49,0.50,0.49,0.38,0.49,0.49,0.50,0.51,0.50,0.40,0.49,0.49,0.49,0.50,0.49,0.43,0.49,0.50,0.50,0.51,0.50,0.44,0.49,0.50,4
4062006_1986-07-14_2011.jpg,0.49,0.50,0.51,0.33,0.48,0.48,0.50,0.49,0.50,0.33,0.49,0.49,0.49,0.50,0.51,0.41,0.49,0.49,0.50,0.49,0.50,0.42,0.50,0.50,2
40660406_1982-04-06_2015.jpg,0.49,0.50,0.50,0.27,0.45,0.45,0.48,0.49,0.49,0.25,0.46,0.45,0.50,0.50,0.50,0.34,0.47,0.46,0.49,0.49,0.50,0.33,0.47,0.47,3
407106_1949-10-09_2008.jpg,0.50,0.49,0.50,0.37,0.49,0.49,0.49,0.49,0.50,0.38,0.49,0.49,0.50,0.49,0.50,0.42,0.50,0.50,0.49,0.49,0.50,0.43,0.50,0.49,5
40721106_1991-11-08_2013.jpg,0.49,0.49,0.50,0.37,0.49,0.47,0.50,0.48,0.50,0.35,0.49,0.49,0.50,0.49,0.50,0.41,0.50,0.48,0.50,0.48,0.50,0.40,0.49,0.49,2
40929506_1987-02-27_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
4108606_1957-12-11_2011.jpg,0.49,0.48,0.49,0.36,0.47,0.46,0.49,0.50,0.50,0.35,0.48,0.47,0.50,0.49,0.50,0.42,0.48,0.48,0.50,0.51,0.50,0.42,0.49,0.48,5
41102106_1948-07-12_2014.jpg,0.49,0.49,0.50,0.38,0.48,0.47,0.49,0.49,0.50,0.37,0.48,0.47,0.50,0.50,0.50,0.46,0.50,0.50,0.50,0.50,0.50,0.46,0.49,0.49,6
41107506_1977-01-03_2013.jpg,0.50,0.50,0.50,0.42,0.47,0.48,0.50,0.49,0.50,0.43,0.46,0.48,0.50,0.50,0.50,0.47,0.49,0.49,0.51,0.49,0.50,0.47,0.48,0.50,3
41151006_1931-11-01_1957.jpg,0.50,0.50,0.51,0.37,0.48,0.48,0.49,0.50,0.49,0.35,0.48,0.48,0.50,0.50,0.51,0.42,0.49,0.49,0.49,0.50,0.49,0.41,0.49,0.49,2
41170706_1980-02-09_2013.jpg,0.48,0.49,0.48,0.32,0.47,0.45,0.48,0.50,0.49,0.34,0.47,0.46,0.50,0.50,0.49,0.43,0.49,0.48,0.49,0.50,0.49,0.44,0.48,0.49,3
412806_1914-09-26_1961.jpg,0.47,0.48,0.48,0.25,0.46,0.42,0.46,0.49,0.48,0.20,0.45,0.42,0.48,0.49,0.49,0.33,0.48,0.45,0.47,0.50,0.48,0.30,0.47,0.45,4
41371706_1977-03-02_2011.jpg,0.50,0.49,0.50,0.34,0.48,0.47,0.49,0.50,0.50,0.32,0.48,0.47,0.50,0.50,0.50,0.40,0.49,0.48,0.49,0.50,0.50,0.39,0.49,0.48,3
41388906_1951-04-03_1974.jpg,0.49,0.49,0.49,0.24,0.48,0.46,0.49,0.48,0.50,0.23,0.48,0.47,0.49,0.49,0.50,0.30,0.49,0.47,0.50,0.49,0.50,0.29,0.48,0.48,2
414106_1935-03-15_1967.jpg,0.49,0.51,0.50,0.35,0.48,0.47,0.49,0.51,0.50,0.37,0.48,0.48,0.49,0.51,0.50,0.41,0.49,0.48,0.49,0.52,0.50,0.42,0.49,0.49,3
41436606_1955-05-23_2014.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
41679606_1943-03-25_2008.jpg,0.49,0.49,0.50,0.37,0.48,0.48,0.50,0.49,0.49,0.37,0.48,0.48,0.50,0.50,0.50,0.44,0.49,0.49,0.50,0.49,0.49,0.43,0.49,0.50,6
41729806_1944-09-16_1967.jpg,0.50,0.50,0.49,0.38,0.49,0.48,0.49,0.49,0.49,0.35,0.49,0.48,0.50,0.50,0.49,0.43,0.50,0.49,0.50,0.49,0.49,0.42,0.49,0.49,2
41875906_1989-09-29_2013.jpg,0.49,0.51,0.49,0.37,0.49,0.48,0.49,0.49,0.50,0.39,0.48,0.48,0.50,0.51,0.49,0.41,0.49,0.48,0.49,0.49,0.50,0.43,0.49,0.49,2
41906_1940-04-25_2004.jpg,0.47,0.48,0.50,0.35,0.48,0.47,0.49,0.48,0.49,0.32,0.48,0.46,0.48,0.48,0.50,0.42,0.49,0.48,0.49,0.49,0.50,0.39,0.49,0.48,6
41941106_1991-02-27_2014.jpg,0.48,0.46,0.48,0.26,0.40,0.38,0.47,0.46,0.49,0.32,0.41,0.41,0.49,0.47,0.49,0.36,0.45,0.43,0.49,0.47,0.50,0.39,0.45,0.45,2
4199406_1986-01-07_2005.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
4203706_1975-07-09_2001.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
42153106_1991-06-01_2014.jpg,0.50,0.51,0.51,0.45,0.49,0.49,0.50,0.49,0.50,0.44,0.49,0.50,0.50,0.51,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.51,2
42208206_1993-05-12_2015.jpg,0.48,0.50,0.48,0.32,0.47,0.47,0.49,0.49,0.49,0.33,0.47,0.46,0.49,0.51,0.48,0.42,0.49,0.50,0.49,0.49,0.50,0.42,0.49,0.49,2
42294506_1954-08-22_1950.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
42296406_1992-06-09_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
42464606_1939-04-25_1962.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
4247306_1813-01-01_2004.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
42494206_1954-09-26_1976.jpg,0.50,0.49,0.51,0.42,0.48,0.49,0.49,0.50,0.50,0.43,0.49,0.49,0.50,0.49,0.51,0.48,0.49,0.50,0.50,0.50,0.50,0.48,0.50,0.49,2
42718006_1990-12-27_2014.jpg,0.50,0.47,0.49,0.35,0.47,0.47,0.49,0.51,0.50,0.35,0.48,0.47,0.50,0.47,0.49,0.40,0.48,0.48,0.49,0.51,0.50,0.39,0.48,0.48,2
42725606_1989-07-06_2013.jpg,0.50,0.51,0.51,0.41,0.48,0.49,0.50,0.49,0.51,0.43,0.49,0.48,0.50,0.51,0.51,0.45,0.49,0.50,0.50,0.49,0.51,0.46,0.50,0.49,2
42881906_1888-01-29_1990.jpg,0.49,0.49,0.48,0.32,0.46,0.46,0.49,0.49,0.49,0.33,0.47,0.47,0.49,0.49,0.48,0.41,0.48,0.48,0.50,0.50,0.49,0.42,0.49,0.49,8
43018106_1992-06-10_2013.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
43117206_1951-04-19_2014.jpg,0.49,0.48,0.50,0.36,0.48,0.49,0.49,0.50,0.50,0.35,0.48,0.48,0.49,0.48,0.50,0.42,0.49,0.49,0.49,0.50,0.50,0.41,0.49,0.48,6
43180406_1987-04-21_2014.jpg,0.50,0.50,0.50,0.44,0.49,0.49,0.50,0.53,0.50,0.43,0.50,0.50,0.50,0.50,0.50,0.47,0.49,0.49,0.50,0.53,0.50,0.47,0.50,0.50,2
43468106_1991-08-28_2014.jpg,0.50,0.49,0.49,0.42,0.49,0.49,0.50,0.49,0.49,0.40,0.49,0.49,0.50,0.49,0.49,0.46,0.50,0.50,0.51,0.49,0.49,0.45,0.50,0.50,2
43675406_1938-12-19_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7
43705606_1957-08-30_2012.jpg,0.49,0.50,0.49,0.33,0.47,0.47,0.49,0.50,0.50,0.31,0.48,0.48,0.49,0.50,0.49,0.39,0.48,0.48,0.49,0.50,0.50,0.38,0.49,0.49,5
4375906_1972-07-26_2009.jpg,0.50,0.50,0.50,0.42,0.49,0.49,0.50,0.50,0.49,0.41,0.48,0.48,0.51,0.51,0.51,0.47,0.51,0.51,0.51,0.51,0.51,0.46,0.50,0.50,3
43779206_1994-01-28_2015.jpg,0.48,0.48,0.50,0.33,0.45,0.43,0.48,0.47,0.50,0.30,0.46,0.44,0.49,0.49,0.50,0.39,0.47,0.46,0.49,0.48,0.50,0.38,0.47,0.46,2
43787906_1991-12-09_2015.jpg,0.47,0.47,0.49,0.28,0.42,0.42,0.48,0.49,0.48,0.31,0.42,0.41,0.48,0.48,0.49,0.34,0.44,0.44,0.48,0.49,0.48,0.36,0.44,0.43,2
43879906_1944-03-31_1966.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
43910106_1990-05-22_2014.jpg,0.50,0.50,0.49,0.41,0.49,0.49,0.50,0.49,0.51,0.42,0.48,0.48,0.50,0.50,0.49,0.46,0.50,0.50,0.50,0.50,0.51,0.47,0.49,0.49,2
44016806_1985-08-16_2012.jpg,0.49,0.49,0.49,0.35,0.43,0.42,0.46,0.47,0.49,0.32,0.44,0.40,0.49,0.50,0.49,0.39,0.45,0.44,0.47,0.48,0.49,0.36,0.46,0.43,2
44026006_1986-05-15_2012.jpg,0.48,0.49,0.50,0.35,0.47,0.47,0.49,0.49,0.50,0.35,0.47,0.47,0.49,0.49,0.50,0.43,0.48,0.48,0.50,0.49,0.50,0.43,0.49,0.48,2
44065106_1945-05-19_1965.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
44090706_1930-09-07_1952.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
44124806_1985-02-20_2009.jpg,0.49,0.49,0.49,0.41,0.48,0.49,0.50,0.50,0.51,0.41,0.48,0.49,0.50,0.49,0.49,0.45,0.49,0.49,0.50,0.50,0.51,0.45,0.49,0.49,2
44127806_1913-10-13_1943.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
44171906_1958-09-06_2014.jpg,0.47,0.49,0.49,0.34,0.45,0.44,0.47,0.47,0.48,0.32,0.45,0.44,0.49,0.50,0.50,0.44,0.49,0.48,0.49,0.48,0.49,0.43,0.48,0.48,5
441906_1943-02-22_2008.jpg,0.49,0.50,0.50,0.33,0.47,0.47,0.49,0.49,0.49,0.32,0.48,0.47,0.49,0.50,0.50,0.40,0.48,0.48,0.50,0.49,0.50,0.39,0.49,0.49,6
44251706_1919-05-14_1943.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
44366006_1993-02-26_2014.jpg,0.49,0.48,0.50,0.35,0.48,0.48,0.49,0.49,0.50,0.32,0.47,0.48,0.49,0.49,0.50,0.42,0.49,0.49,0.50,0.49,0.50,0.40,0.49,0.50,2
44377906_1960-11-04_1980.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
44514306_1943-07-05_1966.jpg,0.50,0.49,0.50,0.37,0.49,0.48,0.50,0.50,0.50,0.34,0.49,0.48,0.50,0.49,0.50,0.45,0.50,0.49,0.50,0.50,0.50,0.43,0.50,0.49,2
4462806_1980-11-13_2011.jpg,0.49,0.50,0.49,0.37,0.46,0.46,0.49,0.50,0.49,0.35,0.47,0.46,0.50,0.51,0.50,0.42,0.48,0.48,0.49,0.50,0.50,0.41,0.48,0.47,3
44775806_1999-11-15_2004.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0
44898306_1993-02-05_2014.jpg,0.49,0.48,0.50,0.31,0.46,0.47,0.49,0.48,0.49,0.30,0.47,0.45,0.49,0.49,0.50,0.37,0.48,0.48,0.49,0.48,0.49,0.37,0.48,0.47,2
4493906_1972-03-15_2007.jpg,0.48,0.48,0.49,0.34,0.44,0.42,0.49,0.47,0.49,0.32,0.43,0.43,0.49,0.49,0.50,0.42,0.47,0.46,0.49,0.48,0.50,0.40,0.46,0.47,3
450506_1950-02-17_2011.jpg,0.49,0.50,0.49,0.19,0.46,0.44,0.47,0.48,0.48,0.19,0.45,0.44,0.49,0.50,0.49,0.27,0.47,0.46,0.48,0.48,0.49,0.26,0.47,0.46,6
45076506_1949-05-13_2012.jpg,0.49,0.49,0.49,0.36,0.48,0.47,0.49,0.48,0.49,0.32,0.48,0.47,0.49,0.50,0.49,0.41,0.48,0.48,0.49,0.48,0.49,0.38,0.49,0.48,6
45097906_1972-03-21_2012.jpg,0.49,0.50,0.49,0.33,0.46,0.45,0.48,0.48,0.49,0.31,0.46,0.46,0.49,0.51,0.49,0.42,0.48,0.48,0.49,0.48,0.50,0.41,0.48,0.48,3
45212506_1981-07-11_2002.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
45246306_1977-06-08_2013.jpg,0.50,0.50,0.50,0.40,0.49,0.49,0.50,0.48,0.51,0.41,0.49,0.48,0.50,0.50,0.50,0.45,0.49,0.50,0.50,0.48,0.51,0.45,0.49,0.48,3
4555806_1983-11-08_2010.jpg,0.49,0.50,0.50,0.42,0.50,0.50,0.50,0.50,0.49,0.39,0.49,0.49,0.49,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.49,0.44,0.50,0.50,2
4580506_1939-10-05_1995.jpg,0.49,0.51,0.49,0.40,0.49,0.47,0.49,0.48,0.50,0.41,0.49,0.48,0.50,0.51,0.50,0.47,0.50,0.49,0.50,0.49,0.50,0.47,0.50,0.50,5
4607106_1975-04-08_2002.jpg,0.48,0.50,0.50,0.20,0.48,0.46,0.49,0.50,0.49,0.22,0.48,0.46,0.49,0.50,0.50,0.27,0.49,0.47,0.50,0.50,0.49,0.29,0.48,0.48,2
46177606_1926-08-10_1985.jpg,0.47,0.47,0.49,0.25,0.43,0.41,0.44,0.47,0.48,0.25,0.44,0.38,0.48,0.47,0.50,0.29,0.45,0.43,0.46,0.48,0.49,0.29,0.45,0.41,5
46244906_1924-02-17_1974.jpg,0.49,0.49,0.51,0.26,0.44,0.44,0.49,0.48,0.50,0.26,0.43,0.44,0.50,0.50,0.51,0.35,0.46,0.46,0.49,0.49,0.50,0.34,0.46,0.46,4
46312206_1959-05-08_1989.jpg,0.49,0.50,0.51,0.40,0.49,0.49,0.50,0.49,0.50,0.41,0.49,0.49,0.49,0.50,0.51,0.44,0.49,0.49,0.50,0.49,0.50,0.45,0.50,0.50,2
46385806_1937-09-10_1962.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
46507206_1997-07-12_2014.jpg,0.49,0.49,0.50,0.38,0.49,0.48,0.49,0.50,0.50,0.36,0.49,0.49,0.50,0.50,0.51,0.45,0.50,0.49,0.50,0.51,0.50,0.44,0.49,0.50,1
4651806_1986-08-30_2010.jpg,0.49,0.48,0.50,0.25,0.48,0.47,0.49,0.50,0.50,0.27,0.48,0.47,0.49,0.48,0.50,0.31,0.49,0.48,0.49,0.50,0.50,0.33,0.48,0.48,2
46615606_1964-09-20_1987.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
46683306_1941-03-12_1961.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
46702406_1935-01-26_1958.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
46715706_1994-07-06_2015.jpg,0.49,0.49,0.49,0.32,0.49,0.47,0.50,0.49,0.50,0.31,0.49,0.48,0.49,0.50,0.50,0.39,0.49,0.48,0.50,0.49,0.50,0.38,0.49,0.48,2
4673006_1904-11-17_2004.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
4676706_1981-06-15_2011.jpg,0.49,0.49,0.50,0.32,0.49,0.49,0.49,0.50,0.51,0.33,0.49,0.49,0.50,0.49,0.51,0.39,0.49,0.49,0.49,0.50,0.51,0.40,0.49,0.49,2
46812506_1934-03-15_2015.jpg,0.49,0.49,0.50,0.34,0.47,0.47,0.49,0.50,0.49,0.36,0.46,0.47,0.50,0.49,0.50,0.40,0.48,0.48,0.49,0.50,0.50,0.41,0.48,0.48,8
468206_1928-05-19_1955.jpg,0.50,0.50,0.51,0.42,0.49,0.48,0.50,0.50,0.51,0.39,0.48,0.47,0.50,0.51,0.51,0.49,0.50,0.50,0.50,0.51,0.51,0.48,0.49,0.49,2
4683206_1979-01-13_2012.jpg,0.50,0.49,0.49,0.37,0.49,0.48,0.50,0.50,0.50,0.37,0.48,0.48,0.50,0.49,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.42,0.49,0.49,3
46910206_1921-01-21_1941.jpg,0.51,0.51,0.50,0.16,0.47,0.47,0.50,0.50,0.51,0.16,0.47,0.47,0.51,0.51,0.50,0.27,0.48,0.48,0.50,0.50,0.51,0.28,0.48,0.48,1
46991206_1950-08-27_2008.jpg,0.49,0.50,0.49,0.37,0.46,0.45,0.49,0.51,0.50,0.37,0.45,0.45,0.49,0.51,0.49,0.44,0.48,0.47,0.50,0.51,0.51,0.45,0.48,0.48,5
4724306_1978-12-07_2014.jpg,0.49,0.48,0.50,0.36,0.48,0.47,0.50,0.50,0.49,0.36,0.47,0.47,0.50,0.49,0.50,0.43,0.49,0.49,0.50,0.51,0.49,0.44,0.49,0.48,3
4760106_1910-04-15_1949.jpg,0.49,0.49,0.50,0.30,0.43,0.45,0.48,0.49,0.50,0.28,0.42,0.45,0.49,0.49,0.51,0.39,0.46,0.47,0.49,0.49,0.50,0.38,0.46,0.47,3
4769806_1977-07-11_2008.jpg,0.47,0.46,0.48,0.19,0.43,0.41,0.48,0.48,0.49,0.22,0.43,0.41,0.48,0.47,0.49,0.25,0.45,0.44,0.49,0.49,0.50,0.27,0.45,0.43,3
4776006_1976-03-15_2009.jpg,0.48,0.50,0.50,0.33,0.49,0.47,0.49,0.47,0.49,0.32,0.48,0.47,0.48,0.50,0.50,0.40,0.49,0.48,0.50,0.47,0.49,0.40,0.49,0.49,3
489506_1979-06-22_2010.jpg,0.48,0.48,0.49,0.24,0.46,0.43,0.47,0.47,0.49,0.22,0.45,0.43,0.49,0.48,0.50,0.31,0.48,0.45,0.48,0.48,0.49,0.30,0.47,0.45,3
49706_1925-01-26_1963.jpg,0.49,0.49,0.49,0.35,0.48,0.49,0.51,0.48,0.50,0.36,0.49,0.49,0.49,0.49,0.50,0.40,0.49,0.50,0.51,0.49,0.50,0.41,0.49,0.50,3
49906_1918-08-06_1947.jpg,0.50,0.49,0.49,0.34,0.47,0.46,0.49,0.49,0.50,0.33,0.47,0.47,0.51,0.50,0.49,0.43,0.49,0.49,0.50,0.49,0.50,0.43,0.49,0.50,2
512006_1982-09-30_2007.jpg,0.48,0.49,0.50,0.28,0.47,0.47,0.49,0.50,0.49,0.26,0.47,0.47,0.49,0.49,0.50,0.34,0.48,0.48,0.50,0.50,0.50,0.32,0.48,0.48,2
